program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital
AGR101,FINANCIAL ASSISTANCE FOR AGRICULTURE,AGR,AGR,Operating,A,2026,874338.0,,,,Economic Development,,,General Funds,0.874338,False
AGR101,FINANCIAL ASSISTANCE FOR AGRICULTURE,AGR,AGR,Operating,W,2026,5500000.0,,,,Economic Development,,,Revolving Funds,5.5,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,A,2026,21335989.0,,,,Economic Development,,,General Funds,21.335989,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,B,2026,4130800.0,,,,Economic Development,,,Special Funds,4.1308,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,T,2026,512962.0,,,,Economic Development,,,Trust Funds,0.512962,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,U,2026,212095.0,,,,Economic Development,,,Interdepartmental Transfers,0.212095,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,W,2026,50360.0,,,,Economic Development,,,Revolving Funds,0.05036,False
AGR122,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,P,2026,365946.0,,,,Economic Development,,,Other Federal Funds,0.365946,False
AGR131,RABIES QUARANTINE,AGR,AGR,Operating,B,2026,4781110.0,,,,Economic Development,,,Special Funds,4.78111,False
AGR132,ANIMAL DISEASE CONTROL,AGR,AGR,Operating,P,2026,306941.0,,,,Economic Development,,,Other Federal Funds,0.306941,False
AGR132,ANIMAL DISEASE CONTROL,AGS,AGS,Capital Improvement,C,2026,7000000.0,,,,Economic Development,,,General Obligation Bond Fund,7.0,True
AGR132,ANIMAL DISEASE CONTROL,AGR,AGR,Operating,B,2026,47802.0,,,,Economic Development,,,Special Funds,0.047802,False
AGR132,ANIMAL DISEASE CONTROL,AGR,AGR,Operating,A,2026,3421755.0,,,,Economic Development,,,General Funds,3.421755,False
AGR141,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Operating,B,2026,2851320.0,,,,Economic Development,,,Special Funds,2.85132,False
AGR141,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Operating,W,2026,2747123.0,,,,Economic Development,,,Revolving Funds,2.747123,False
AGR141,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Capital Improvement,C,2026,5000000.0,,,,Economic Development,,,General Obligation Bond Fund,5.0,True
AGR141,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Capital Improvement,N,2026,1000.0,,,,Economic Development,,Investment Capital - Fund Type: N,Federal Funds,0.001,True
AGR141,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Operating,A,2026,4221136.0,,,,Economic Development,,,General Funds,4.221136,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,B,2026,109046.0,,,,Economic Development,,,Special Funds,0.109046,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,P,2026,138624.0,,,,Economic Development,,,Other Federal Funds,0.138624,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,W,2026,186848.0,,,,Economic Development,,,Revolving Funds,0.186848,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,T,2026,300000.0,,,,Economic Development,,,Trust Funds,0.3,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,N,2026,100000.0,,,,Economic Development,,,Federal Funds,0.1,False
AGR151,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,A,2026,1826443.0,,,,Economic Development,,,General Funds,1.826443,False
AGR153,AQUACULTURE DEVELOPMENT,AGR,AGR,Operating,A,2026,978519.0,,,,Economic Development,,,General Funds,0.978519,False
AGR153,AQUACULTURE DEVELOPMENT,AGR,AGR,Operating,B,2026,125000.0,,,,Economic Development,,,Special Funds,0.125,False
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,AGR,Operating,P,2026,5289219.0,,,,Economic Development,,,Other Federal Funds,5.289219,False
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,AGR,Operating,N,2026,2051568.0,,,,Economic Development,,,Federal Funds,2.051568,False
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,AGR,Operating,B,2026,15000.0,,,,Economic Development,,,Special Funds,0.015,False
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,AGR,Operating,A,2026,1109694.0,,,,Economic Development,,,General Funds,1.109694,False
AGR192,GENERAL ADMINISTRATION FOR AGRICULTURE,AGS,AGS,Capital Improvement,C,2026,1900000.0,,,,Economic Development,,,General Obligation Bond Fund,1.9,True
AGR192,GENERAL ADMINISTRATION FOR AGRICULTURE,AGR,AGR,Operating,A,2026,5580886.0,,,,Economic Development,,,General Funds,5.580886,False
AGR192,GENERAL ADMINISTRATION FOR AGRICULTURE,P,P,Operating,P,2026,164450.0,,,,Economic Development,,,Other Federal Funds,0.16445,False
AGR812,MEASUREMENT STANDARDS,AGR,AGR,Operating,A,2026,746480.0,,,,Individual Rights,,,General Funds,0.74648,False
AGR846,PESTICIDES,AGR,AGR,Operating,P,2026,464629.0,,,,Environment,,,Other Federal Funds,0.464629,False
AGR846,PESTICIDES,AGR,AGR,Operating,A,2026,2729255.0,,,,Environment,,,General Funds,2.729255,False
AGR846,PESTICIDES,AGR,AGR,Operating,W,2026,2598038.0,,,,Environment,,,Revolving Funds,2.598038,False
AGS101,ACCOUNTING SYSTEM DEVELOPMENT AND MAINTENANCE,AGS,AGS,Operating,A,2026,10964409.0,,,,Government Operations,,,General Funds,10.964409,False
AGS102,EXPENDITURE EXAMINATION,AGS,AGS,Operating,A,2026,1628950.0,,,,Government Operations,,,General Funds,1.62895,False
AGS103,RECORDING AND REPORTING,AGS,AGS,Operating,A,2026,1386549.0,,,,Government Operations,,,General Funds,1.386549,False
AGS104,INTERNAL POST AUDIT,AGS,AGS,Operating,A,2026,1023968.0,,,,Government Operations,,,General Funds,1.023968,False
AGS105,ENFORCEMENT OF INFORMATION PRACTICES,AGS,AGS,Operating,A,2026,1258905.0,,,,Individual Rights,,,General Funds,1.258905,False
AGS111,ARCHIVES - RECORDS MANAGEMENT,AGS,AGS,Operating,A,2026,4383125.0,,,,Government Operations,,,General Funds,4.383125,False
AGS111,ARCHIVES - RECORDS MANAGEMENT,AGS,AGS,Operating,B,2026,521304.0,,,,Government Operations,,,Special Funds,0.521304,False
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,AGS,Operating,B,2026,2578244.0,,,,Government Operations,,,Special Funds,2.578244,False
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,AGS,Capital Improvement,C,2026,4000000.0,,,,Government Operations,,,General Obligation Bond Fund,4.0,True
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,AGS,Operating,U,2026,6315295.0,,,,Government Operations,,,Interdepartmental Transfers,6.315295,False
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,AGS,Operating,A,2026,51336206.0,,,,Government Operations,,,General Funds,51.336206,False
AGS203,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,AGS,Operating,A,2026,26987995.0,,,,Government Operations,,,General Funds,26.987995,False
AGS203,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,AGS,Operating,W,2026,25701949.0,,,,Government Operations,,,Revolving Funds,25.701949,False
AGS211,LAND SURVEY,AGS,AGS,Operating,A,2026,913342.0,,,,Government Operations,,,General Funds,0.913342,False
AGS211,LAND SURVEY,AGS,AGS,Operating,U,2026,285000.0,,,,Government Operations,,,Interdepartmental Transfers,0.285,False
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Operating,A,2026,8105782.0,,,,Government Operations,,,General Funds,8.105782,False
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Operating,W,2026,4000000.0,,,,Government Operations,,,Revolving Funds,4.0,False
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,AGS,Capital Improvement,C,2026,24004000.0,,,,Government Operations,,,General Obligation Bond Fund,24.004,True
AGS223,OFFICE LEASING,AGS,AGS,Operating,U,2026,5500000.0,,,,Government Operations,,,Interdepartmental Transfers,5.5,False
AGS223,OFFICE LEASING,AGS,AGS,Operating,A,2026,7177674.0,,,,Government Operations,,,General Funds,7.177674,False
AGS231,CENTRAL SERVICES - CUSTODIAL SERVICES,AGS,AGS,Operating,A,2026,25792541.0,,,,Government Operations,,,General Funds,25.792541,False
AGS231,CENTRAL SERVICES - CUSTODIAL SERVICES,AGS,AGS,Operating,U,2026,1699084.0,,,,Government Operations,,,Interdepartmental Transfers,1.699084,False
AGS232,CENTRAL SERVICES - GROUNDS MAINTENANCE,AGS,AGS,Operating,A,2026,2669822.0,,,,Government Operations,,,General Funds,2.669822,False
AGS233,CENTRAL SERVICES - BUILDING REPAIRS AND ALTERATIONS,AGS,AGS,Operating,A,2026,3692561.0,,,,Government Operations,,,General Funds,3.692561,False
AGS234,CENTRAL SERVICES - CEMETERY MANAGEMENT OFFICE,AGS,AGS,Operating,A,2026,1088500.0,,,,Government Operations,,,General Funds,1.0885,False
AGS240,STATE PROCUREMENT,AGS,AGS,Operating,A,2026,2203297.0,,,,Government Operations,,,General Funds,2.203297,False
AGS244,SURPLUS PROPERTY MANAGEMENT,AGS,AGS,Operating,W,2026,2006599.0,,,,Government Operations,,,Revolving Funds,2.006599,False
AGS251,AUTOMOTIVE MANAGEMENT - MOTOR POOL,AGS,AGS,Operating,W,2026,3541577.0,,,,Government Operations,,,Revolving Funds,3.541577,False
AGS252,AUTOMOTIVE MANAGEMENT - PARKING CONTROL,AGS,AGS,Operating,W,2026,4563614.0,,,,Government Operations,,,Revolving Funds,4.563614,False
AGS807,"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,AGS,Operating,A,2026,6973068.0,,,,Education,,,General Funds,6.973068,False
AGS807,"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,AGS,Operating,U,2026,2346640.0,,,,Education,,,Interdepartmental Transfers,2.34664,False
AGS871,CAMPAIGN SPENDING COMMISSION,AGS,AGS,Operating,T,2026,1043732.0,,,,Government Operations,,,Trust Funds,1.043732,False
AGS871,CAMPAIGN SPENDING COMMISSION,AGS,AGS,Operating,A,2026,2757314.0,,,,Government Operations,,,General Funds,2.757314,False
AGS879,OFFICE OF ELECTIONS,AGS,AGS,Operating,N,2026,99694.0,,,,Government Operations,,,Federal Funds,0.099694,False
AGS879,OFFICE OF ELECTIONS,AGS,AGS,Operating,A,2026,6452228.0,,,,Government Operations,,,General Funds,6.452228,False
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,A,2026,10435556.0,,,,Culture and Recreation,,,General Funds,10.435556,False
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,B,2026,3335150.0,,,,Culture and Recreation,,,Special Funds,3.33515,False
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Capital Improvement,C,2026,8500000.0,,,,Culture and Recreation,,,General Obligation Bond Fund,8.5,True
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,AGS,Operating,N,2026,523074.0,,,,Culture and Recreation,,,Federal Funds,0.523074,False
AGS891,ENHANCED 911 BOARD,AGS,AGS,Operating,B,2026,14035349.0,,,,Government Operations,,,Special Funds,14.035349,False
AGS901,GENERAL ADMINISTRATIVE SERVICES,AGS,AGS,Capital Improvement,C,2026,35000000.0,,,,Government Operations,,,General Obligation Bond Fund,35.0,True
AGS901,GENERAL ADMINISTRATIVE SERVICES,AGS,AGS,Operating,A,2026,5905937.0,,,,Government Operations,,,General Funds,5.905937,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,W,2026,3539882.0,,,,Government Operations,,,Revolving Funds,3.539882,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,B,2026,6484008.0,,,,Government Operations,,,Special Funds,6.484008,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,A,2026,47212444.0,,,,Government Operations,,,General Funds,47.212444,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,T,2026,4065177.0,,,,Government Operations,,,Trust Funds,4.065177,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,U,2026,21765719.0,,,,Government Operations,,,Interdepartmental Transfers,21.765719,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,N,2026,11641670.0,,,,Government Operations,,,Federal Funds,11.64167,False
ATG100,LEGAL SERVICES,ATG,ATG,Operating,P,2026,4890531.0,,,,Government Operations,,,Other Federal Funds,4.890531,False
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,A,2026,2614592.0,,,,Public Safety,,,General Funds,2.614592,False
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,P,2026,1204841.0,,,,Public Safety,,,Other Federal Funds,1.204841,False
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,ATG,Operating,W,2026,4370515.0,,,,Public Safety,,,Revolving Funds,4.370515,False
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,ATG,Operating,P,2026,20006088.0,,,,Human Services,,,Other Federal Funds,20.006088,False
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,ATG,Operating,T,2026,2231224.0,,,,Human Services,,,Trust Funds,2.231224,False
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,ATG,Operating,A,2026,5448469.0,,,,Human Services,,,General Funds,5.448469,False
BED100,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,A,2026,3893040.0,,,,Economic Development,,,General Funds,3.89304,False
BED100,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,W,2026,1823499.0,,,,Economic Development,,,Revolving Funds,1.823499,False
BED100,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,P,2026,700000.0,,,,Economic Development,,,Other Federal Funds,0.7,False
BED101,OFFICE OF INTERNATIONAL AFFAIRS,BED,BED,Operating,A,2026,400000.0,,,,Economic Development,,,General Funds,0.4,False
BED101,OFFICE OF INTERNATIONAL AFFAIRS,BED,BED,Capital Improvement,C,2026,5000000.0,,,,Economic Development,,,General Obligation Bond Fund,5.0,True
BED105,CREATIVE INDUSTRIES DIVISION,BED,BED,Operating,A,2026,1885986.0,,,,Economic Development,,,General Funds,1.885986,False
BED105,CREATIVE INDUSTRIES DIVISION,BED,BED,Operating,B,2026,1080000.0,,,,Economic Development,,,Special Funds,1.08,False
BED107,FOREIGN TRADE ZONE,BED,BED,Operating,B,2026,2796043.0,,,,Economic Development,,,Special Funds,2.796043,False
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,BED,Operating,A,2026,3696660.0,,,,Economic Development,,,General Funds,3.69666,False
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,BED,Capital Improvement,C,2026,36400000.0,,,,Economic Development,,,General Obligation Bond Fund,36.4,True
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,BED,Operating,B,2026,26977020.0,,,,Economic Development,,,Special Funds,26.97702,False
BED114,HAWAII TOURISM AUTHORITY - BRANDING AND MARKETING,BED,BED,Operating,A,2026,39249201.0,,,,Economic Development,,,General Funds,39.249201,False
BED115,HAWAII TOURISM AUTHORITY – SPORTS AND SIGNATURE EVENTS,BED,BED,Operating,A,2026,7318075.0,,,,Economic Development,,,General Funds,7.318075,False
BED116,HAWAII TOURISM AUTHORITY – DESTINATION STEWARDSHIP AND,BED,BED,Operating,A,2026,7923883.0,,,,Economic Development,,,General Funds,7.923883,False
BED117,HAWAII TOURISM AUTHORITY – REGENERATIVE TOURISM DEVELOPMENT,BED,BED,Operating,A,2026,3762181.0,,,,Economic Development,,,General Funds,3.762181,False
BED118,HAWAII TOURISM AUTHORITY – WORKFORCE DEVELOPMENT,BED,BED,Operating,A,2026,1050000.0,,,,Economic Development,,,General Funds,1.05,False
BED120,HAWAII STATE ENERGY OFFICE,BED,BED,Operating,T,2026,7146250.0,,,,Economic Development,,,Trust Funds,7.14625,False
BED120,HAWAII STATE ENERGY OFFICE,BED,BED,Operating,B,2026,795000.0,,,,Economic Development,,,Special Funds,0.795,False
BED120,HAWAII STATE ENERGY OFFICE,BED,BED,Operating,A,2026,2571816.0,,,,Economic Development,,,General Funds,2.571816,False
BED130,ECONOMIC PLANNING AND RESEARCH,BED,BED,Operating,A,2026,5744533.0,,,,Government Operations,,,General Funds,5.744533,False
BED130,ECONOMIC PLANNING AND RESEARCH,BED,BED,Operating,P,2026,864351.0,,,,Government Operations,,,Other Federal Funds,0.864351,False
BED138,HAWAII GREEN INFRASTRUCTURE AUTHORITY,BED,BED,Operating,B,2026,86633318.0,,,,Economic Development,,,Special Funds,86.633318,False
BED138,HAWAII GREEN INFRASTRUCTURE AUTHORITY,BED,BED,Operating,P,2026,444261.0,,,,Economic Development,,,Other Federal Funds,0.444261,False
BED142,GENERAL SUPPORT FOR ECONOMIC DEVELOPMENT,BED,BED,Operating,A,2026,3802604.0,,,,Economic Development,,,General Funds,3.802604,False
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,BED,Operating,A,2026,4701795.0,,,,Economic Development,,,General Funds,4.701795,False
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,BED,Operating,W,2026,2017203.0,,,,Economic Development,,,Revolving Funds,2.017203,False
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,BED,Operating,P,2026,994214.0,,,,Economic Development,,,Other Federal Funds,0.994214,False
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,BED,Operating,B,2026,1604258.0,,,,Economic Development,,,Special Funds,1.604258,False
BED144,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,A,2026,4580161.0,,,,Government Operations,,,General Funds,4.580161,False
BED144,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,N,2026,2041871.0,,,,Government Operations,,,Federal Funds,2.041871,False
BED144,STATEWIDE PLANNING AND COORDINATION,BED,BED,Operating,W,2026,2000000.0,,,,Government Operations,,,Revolving Funds,2.0,False
BED144,STATEWIDE PLANNING AND COORDINATION,BED,BED,Capital Improvement,C,2026,7500000.0,,,,Government Operations,,,General Obligation Bond Fund,7.5,True
BED146,NATURAL ENERGY LABORATORY OF HAWAII AUTHORITY,BED,BED,Operating,B,2026,7929310.0,,,,Economic Development,,,Special Funds,7.92931,False
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,BED,Operating,A,2026,1526750.0,,,,Economic Development,,,General Funds,1.52675,False
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,BED,Operating,B,2026,2554972.0,,,,Economic Development,,,Special Funds,2.554972,False
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,BED,Capital Improvement,C,2026,38000000.0,,,,Economic Development,,,General Obligation Bond Fund,38.0,True
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,BED,Capital Improvement,C,2026,100000000.0,,,,Economic Development,,,General Obligation Bond Fund,100.0,True
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,BED,Operating,P,2026,3000000.0,,,,Economic Development,,,Other Federal Funds,3.0,False
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,BED,Operating,W,2026,16060058.0,,,,Economic Development,,,Revolving Funds,16.060058,False
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,BED,Operating,N,2026,3100000.0,,,,Economic Development,,,Federal Funds,3.1,False
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,BED,Operating,A,2026,4825616.0,,,,Economic Development,,,General Funds,4.825616,False
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,BED,Operating,U,2026,82126.0,,,,Economic Development,,,Interdepartmental Transfers,0.082126,False
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,BED,Operating,W,2026,16259661.0,,,,Economic Development,,,Revolving Funds,16.259661,False
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,BED,Capital Improvement,C,2026,111201000.0,,,,Economic Development,,,General Obligation Bond Fund,111.201,True
BED180,SPECTATOR EVENTS & SHOWS -ALOHA STADIUM,BED,BED,Operating,B,2026,8772356.0,,,,Culture and Recreation,,,Special Funds,8.772356,False
BUF101,DEPARTMENTAL ADMINISTRATION AND BUDGET DIVISION,BUF,BUF,Operating,A,2026,14051217.0,,,,Government Operations,,,General Funds,14.051217,False
BUF101,DEPARTMENTAL ADMINISTRATION AND BUDGET DIVISION,BUF,BUF,Operating,B,2026,427305000.0,,,,Government Operations,,,Special Funds,427.305,False
BUF103,VACATION PAYOUT - STATEWIDE,BUF,BUF,Operating,A,2026,9700000.0,,,,Government Operations,,,General Funds,9.7,False
BUF115,FINANCIAL ADMINISTRATION,BUF,BUF,Operating,T,2026,15957630.0,,,,Government Operations,,,Trust Funds,15.95763,False
BUF115,FINANCIAL ADMINISTRATION,BUF,BUF,Operating,A,2026,2870681.0,,,,Government Operations,,,General Funds,2.870681,False
BUF141,EMPLOYEES’ RETIREMENT SYSTEM,BUF,BUF,Operating,X,2026,30773357.0,,,,Government Operations,,,Other Funds,30.773357,False
BUF143,HAWAII EMPLOYER UNION TRUST FUND,BUF,BUF,Operating,T,2026,11193297.0,,,,Government Operations,,,Trust Funds,11.193297,False
BUF151,OFFICE OF THE PUBLIC DEFENDER,BUF,BUF,Operating,A,2026,15137691.0,,,,Individual Rights,,,General Funds,15.137691,False
BUF721,DEBT SERVICE PAYMENTS - STATE,BUF,BUF,Operating,A,2026,668429515.0,,,,Government Operations,,,General Funds,668.429515,False
BUF725,DEBT SERVICE PAYMENTS - DOE,BUF,BUF,Operating,A,2026,446515250.0,,,,Education,,,General Funds,446.51525,False
BUF728,DEBT SERVICE PAYMENTS - UH,BUF,BUF,Operating,A,2026,165254696.0,,,,Education,,,General Funds,165.254696,False
BUF741,RETIREMENT BENEFITS - STATE,BUF,BUF,Operating,U,2026,4000000.0,,,,Government Operations,,,Interdepartmental Transfers,4.0,False
BUF741,RETIREMENT BENEFITS - STATE,BUF,BUF,Operating,A,2026,512718644.0,,,,Government Operations,,,General Funds,512.718644,False
BUF745,RETIREMENT BENEFITS - DOE,BUF,BUF,Operating,A,2026,552407076.0,,,,Education,,,General Funds,552.407076,False
BUF748,RETIREMENT BENEFITS - UH,BUF,BUF,Operating,A,2026,219919128.0,,,,Education,,,General Funds,219.919128,False
BUF761,HEALTH PREMIUM PAYMENTS - STATE,BUF,BUF,Operating,A,2026,158214808.0,,,,Government Operations,,,General Funds,158.214808,False
BUF762,HEALTH PREMIUM PAYMENT FOR ANNUAL REQUIRED CONTRIBUTION (ARC).,BUF,BUF,Operating,A,2026,838506000.0,,,,Government Operations,,,General Funds,838.506,False
BUF765,HEALTH PREMIUM PAYMENTS - DOE,BUF,BUF,Operating,A,2026,187755868.0,,,,Education,,,General Funds,187.755868,False
BUF768,HEALTH PREMIUM PAYMENTS - UH,BUF,BUF,Operating,A,2026,68661870.0,,,,Education,,,General Funds,68.66187,False
CCA102,CABLE TELEVISION,CCA,CCA,Operating,B,2026,2511181.0,,,,Individual Rights,,,Special Funds,2.511181,False
CCA103,"CONSUMER ADVOCATE FOR COMMUNICATION, UTILITIES, AND",CCA,CCA,Operating,B,2026,4944320.0,,,,Individual Rights,,,Special Funds,4.94432,False
CCA104,FINANCIAL SERVICES REGULATION,CCA,CCA,Operating,B,2026,6417109.0,,,,Individual Rights,,,Special Funds,6.417109,False
CCA104,FINANCIAL SERVICES REGULATION,CCA,CCA,Operating,T,2026,301000.0,,,,Individual Rights,,,Trust Funds,0.301,False
CCA105,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,CCA,Operating,T,2026,2880256.0,,,,Individual Rights,,,Trust Funds,2.880256,False
CCA105,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,CCA,Operating,B,2026,9909730.0,,,,Individual Rights,,,Special Funds,9.90973,False
CCA106,INSURANCE REGULATORY SERVICES,CCA,CCA,Operating,T,2026,201000.0,,,,Individual Rights,,,Trust Funds,0.201,False
